An Isolated Mind,I’m Losing Myself,2019-7-7,Tomb Mold,Planetary Clairvoyance,2019-7-14,7
Tomb Mold,Planetary Clairvoyance,2019-7-14,Lacrimas Profundere,Bleeding the Stars,2019-7-21,7
Wilderun,Veil of Imagination,2019-10-30,Schammasch,Hearts of No Light,2019-11-6,7
Convocation,Ashes Coalesce,2020-7-14,Defeated Sanity,The Sanguinary Impetus,2020-7-21,7
Havukruunu,Uinuos syömein sota,2020-8-18,Cytotoxin,Nuklearth,2020-8-25,7
Raventale,Planetarium II,2020-9-7,Sunken,Livslede,2020-9-14,7
Wÿntër Ärvń,Abysses,2021-3-1,Sepulcros,Vazio,2021-3-8,7
Silver Talon,Decadence and Decay,2021-5-27,Boss Keloid,Family the Smiling Thrush,2021-6-3,7
Beyond Grace,Our Kingdom Undone,2021-9-6,Brainstorm,Wall of Skulls,2021-9-13,7
Brainstorm,Wall of Skulls,2021-9-13,Seven Spires,Gods of Debauchery,2021-9-20,7
Duel,In Carne Persona,2021-10-3,Franklin Zoo,The Dandelion Child,2021-10-10,7
Black Soul Horde,Horrors from the Void,2021-11-8,Plebeian Grandstand,Rien ne suffit,2021-11-15,7
Clouds,Despărțire,2021-12-7,Memory Garden,1349,2021-12-14,7
Midnight,Let There Be Witchery,2022-3-3,Pillaging Villagers,Pillaging Villagers,2022-3-10,7
Alex Nunziati,Il Mangiatore di Peccati,2022-5-31,Kardashev,Liminal Rite,2022-6-7,7
Fejd,Eifur,2010-12-8,Dawnbringer,Nucleus,2010-12-16,8
Thomas Giles,Pulse,2011-1-25,Macabre,Grim Scary Tales,2011-2-2,8
Hammers of Misfortune,17th Street,2011-11-2,Orphaned Land,The Road to OR-Shalem,2011-11-10,8
Wodensthrone,Curse,2012-4-22,Kontrust,Second Hand Wonderland,2012-4-30,8
Sophicide,Perdition of the Sublime,2012-8-7,Bedemon,Symphony of Shadows,2012-8-15,8
Cult of Luna,Vertikal,2013-1-18,Convulse,Inner Evil EP,2013-1-26,8
Convulse,Inner Evil EP,2013-1-26,Alpha Tiger,Beneath the Surface,2013-2-3,8
Skeletonwitch,Serpents Unleashed,2013-10-26,Falkenbach,Asa,2013-11-3,8
Hail Spirit Noir,Oi Magoi,2014-2-12,Will of the Ancients,To Our Glorious Dead,2014-2-20,8
Deathwhite,Ethereal EP,2014-6-23,Origin,Omnipresent,2014-7-1,8
Belphegor,Conjuring the Dead,2014-7-29,Midnight,No Mercy for Mayhem,2014-8-6,8
Earth,Primitive and Deadly,2014-9-3,Xerath,III,2014-9-11,8
Manimalism,Manimalism,2014-11-5,Voices,London,2014-11-13,8
Outre,Ghost Chants,2015-4-12,Unleashed,Dawn Of The Nine,2015-4-20,8
Gloryhammer,Space 1992: Rise of the Chaos Wizards,2015-9-27,Gorod,A Maze of Recycled Creeds,2015-10-5,8
Anthrax,For All Kings,2016-2-15,Hyperion,Seraphical Euphony,2016-2-23,8
Decrepit Soul,The Coming of War!!,2016-3-13,Rimfrost,Rimfrost,2016-3-21,8
Virus,Memento Collider,2016-6-5,The Vision Bleak,The Unknown,2016-6-13,8
Fates Warning,Theories Of Flight,2016-6-22,Inter Arma,Paradise Gallows,2016-6-30,8
1476,Our Season Draws Near,2017-3-27,Royal Thunder,Wick,2017-4-4,8
Boris,Dear,2017-7-11,Tau Cross,Pillar of Fire,2017-7-19,8
Sun of the Sleepless,To the Elements,2017-7-25,Temple of Void,Lords of Death,2017-8-2,8
Messa,Feast for Water,2018-4-1,Octopus,Supernatural Alliance,2018-4-9,8
Sacrificed Alliance,Withdrawn,2018-8-6,Cemetery Urn,Barbaric Retribution,2018-8-14,8
Marrasmieli,Between Land and Sky,2020-2-1,Blaze of Perdition,The Harrowing of Hearts,2020-2-9,8
Fornicus,Sulphuric Omnipotence,2020-6-14,Pale Divine,Consequence of Time,2020-6-22,8
Novarupta,Carrion Movements,2022-4-26,Ou,one,2022-5-4,8
Barren Earth,Curse of the Red River,2010-3-30,Bison B.C.,Dark Ages,2010-4-8,9
Grave,Burial Ground,2010-6-7,Witchery,Witchkrieg,2010-6-16,9
Jag Panzer,The Scourge of the Light,2011-2-27,Crimfall,The Writ of Sword,2011-3-8,9
Blood Mortized,Bestial,2011-4-3,Septic Flesh,The Great Mass,2011-4-12,9
Dawnbringer,Into the Lair of the Sun God,2012-6-6,Carach Angren,Where the Corpses Sink Forever,2012-6-15,9
Beneath,Enslaved by Fear,2012-10-17,Dethklok,Dethalbum III,2012-10-26,9
Vattnet Viskar,Sky Swallower,2013-9-17,Obelyskkh,Hymn To Pan,2013-9-26,9
Indian,From All Purity,2014-1-15,Soreption,Engineering the Void,2014-1-24,9
Will of the Ancients,To Our Glorious Dead,2014-2-20,Nebelung,Palingenesis,2014-3-1,9
Nightsatan,Nightsatan and the Loops of Doom,2014-3-27,Gazpacho,Demon,2014-4-5,9
Force of Darkness,Absolute Verb of Chaos and Darkness,2014-8-16,Sólstafir,Ótta,2014-8-25,9
Threshold,For the Journey,2014-9-16,As Light Dies,The Love Album – Volume I,2014-9-25,9
Skelethal,Interstellar Knowledge of the Purple Entity,2014-11-19,Primordial,Where Greater Men Have Fallen,2014-11-28,9
Angra,Secret Garden,2015-1-14,Freddy and the Phantoms,Times of Division,2015-1-23,9
Night Flight Orchestra,Skyline Whispers,2015-6-10,Thornesbreed,GTRD,2015-6-19,9
Blood Incantation,Starspawn,2016-8-16,Inquisition,Bloodshed Across the Empyrean Altar Beyond the Celestial Zenith,2016-8-25,9
High Fighter,Champain,2019-7-22,The Offering,Home,2019-7-31,9
Xenobiotic,Mordrake,2020-2-16,Kvaen,The Funeral Pyre,2020-2-25,9
Cormorant,Metazoa,2009-9-18,Scar Symmetry,Dark Matter Dimensions,2009-9-28,10
Oskoreien,Illusions,2010-2-23,Immolation,Majesty and Decay,2010-3-5,10
Ghost,Opus Eponymous,2011-1-2,Belphegor,Blood Magick Necromance,2011-1-12,10
Septic Flesh,The Great Mass,2011-4-12,While Heaven Wept,Fear of Infinity,2011-4-22,10
Aurvandil,Yearning,2011-7-21,Vader,Welcome to the Morbid Reich,2011-7-31,10
Pharaoh,Bury the Light,2012-2-16,Lanfear,This Harmonic Consonance,2012-2-26,10
Gojira,L’Enfant Sauvage,2012-6-28,Vindicator,United We Fall,2012-7-8,10
Monolithe,Monolithe III,2012-11-10,Aoria,The Constant,2012-11-20,10
Parasite Inc,Time Tears Down,2013-8-2,Witherscape,The Inheritance,2013-8-12,10
Darkest Era,Severance,2014-5-26,The Atlas Moth,The Old Believer,2014-6-5,10
Midnight,No Mercy for Mayhem,2014-8-6,Force of Darkness,Absolute Verb of Chaos and Darkness,2014-8-16,10
Thormesis,The Sixth,2019-3-7,Venom Prison,Samsara,2019-3-17,10
Belzebubs,Pantheon of the Nightside Gods,2019-4-25,Idle Hands,Mana,2019-5-5,10
Spirit Adrift,Divided by Darkness,2019-5-6,Glassing,Spotted Horse,2019-5-16,10
Headshrinker,Callous Indifference,2021-8-27,Beyond Grace,Our Kingdom Undone,2021-9-6,10
Luminous Vault,Animate the Emptiness,2022-5-16,Circle of Silence,Walk Through Hell,2022-5-26,10
Shining,VI/Klagopsalmer,2009-7-24,Sonata Arctica,The Days of Grays,2009-8-4,11
Amorphis,Forging the Land of Thousand Lakes,2010-7-4,Allegaeon,Fragments of Form and Function,2010-7-15,11
Zombiefication,Reaper’s Consecration,2012-7-9,Father Befouled,Revulsion of Seraphic Grace,2012-7-20,11
The Fall of Every Season,Amends,2013-3-1,October Falls,The Plague of a Coming Age,2013-3-12,11
Victor Griffin’s In,Graved,2013-3-21,Black Boned Angel,The End,2013-4-1,11
Satan,Life Sentence,2013-5-14,Summoning,Old Mornings Dawn,2013-5-25,11
Gazpacho,Demon,2014-4-5,Vanhelga,Längtan,2014-4-16,11
Amorphis,Under the Red Cloud,2015-8-31,Nechochwen,Heart of Akamon,2015-9-11,11
Wailin Storms,One Foot in the Flesh Grave,2015-11-21,Un,The Tomb of All Things,2015-12-2,11
First Fragment,Dasein,2016-5-25,Virus,Memento Collider,2016-6-5,11
Kairon; IRSE!,Ruination,2017-1-26,Benighted,Necrobreed,2017-2-6,11
Witherfall,Nocturnes and Requiems,2017-2-6,Sinister,Syncretism,2017-2-17,11
Alestorm,No Grave but the Sea,2017-5-24,Elder,Reflections of a Floating World,2017-6-4,11
Subterranean Masquerade,Vagabond,2017-9-3,BIG|BRAVE,Ardor,2017-9-14,11
YOB,Our Raw Heart,2018-6-3,Human Cull,Revenant,2018-6-14,11
Mānbryne,Heilsweg: O udrece ciala i tulaczce duszy,2021-4-8,Paysage d’Hiver,Geister,2021-4-19,11
Son of Sam,And the Monster Awoke…,2021-6-11,Bossk,Migration,2021-6-22,11
Trenches,Reckoner,2022-1-16,Spider God,Black Renditions,2022-1-27,11
Pure Wrath,Hymn to the Woeful Hearts,2022-2-17,Sylvaine,Nova,2022-2-28,11
Orphaned Land,The Never Ending Way of ORwarriOR,2010-1-7,Dream Evil,In the Night,2010-1-19,12
Exhumed,"All Guts, No Glory",2011-11-23,Vallenfyre,A Fragile King,2011-12-5,12
Cerekloth,In the Midst of Life We are in Death,2013-7-11,Powerwolf,Preachers of the Night,2013-7-23,12
Soreption,Engineering the Void,2014-1-24,Behemoth,The Satanist,2014-2-5,12
Wretched,Cannibal,2014-6-11,Deathwhite,Ethereal EP,2014-6-23,12
Extremity,Coffin Birth,2018-7-19,﻿Southern Empire,Civilisation,2018-7-31,12
Temple Nightside,Pillars of Damnation,2020-8-4,Atramentus,Stygian,2020-8-16,12
Anathema,We’re Here Because We’re Here,2010-5-20,Watain,Lawless Darkness,2010-6-2,13
Insomnium,One for Sorrow,2011-10-17,Absu,Abzu,2011-10-30,13
Svart Crown,Profane,2013-5-26,The Black Dahlia Murder,Everblack,2013-6-8,13
Brutality,Sea of Ignorance,2016-2-2,Anthrax,For All Kings,2016-2-15,13
Witchery,In His Infernal Majesty’s Service,2016-11-20,Violet Cold,Magic Night,2016-12-3,13
Dying Fetus,Wrong One to Fuck With,2017-6-21,Excalion,Dream Alive,2017-7-4,13
Vanishing Kids,Heavy Dreamer,2018-11-27,Frozen Land,Frozen Land,2018-12-10,13
Ad Nauseam,Imperative Imperceptible Impulse,2021-2-8,Suffering Hour,The Cyclic Reckoning,2021-2-21,13
Seven Spires,Gods of Debauchery,2021-9-20,Duel,In Carne Persona,2021-10-3,13
Vision of Disorder,The Cursed Remain Cursed,2012-9-17,Revocation,Teratogenesis,2012-10-1,14
Revocation,Teratogenesis,2012-10-1,Anaal Nathrakh,Vanitas,2012-10-15,14
Morbus Chron,Sweven,2014-3-6,Brainstorm,Firesoul,2014-3-20,14
Putrid Offal,Mature Necropsy,2015-2-5,Vassafor/Temple Nightside,Call of the Maelstrom,2015-2-19,14
Kingcrow,Eidos,2015-7-2,Alustrium,A Tunnel to Eden,2015-7-16,14
Cemetery Urn,Barbaric Retribution,2018-8-14,Kraków,minus,2018-8-28,14
Fractal Generator,Macrocosmos,2021-1-10,Demoniac,So It Goes,2021-1-24,14
Torture Division,Evighetens Dårar,2010-11-23,Fejd,Eifur,2010-12-8,15
Black Boned Angel,The End,2013-4-1,Just Before Dawn,Precis Innan Gryningen,2013-4-16,15
Locrian,Return to Annihilation,2013-6-20,Oliva,Raise the Curtain,2013-7-5,15
Vintersorg,Naturbål,2014-7-3,Overkill,White Devil Armory,2014-7-18,15
Brothers of Metal,Emblas Saga,2020-1-5,Surgical Strike,Part of a Sick World,2020-1-20,15
Cryptosis,Bionic Swarm,2021-3-22,Zao,The Crimson Corridor,2021-4-6,15
Battle Beast,Steel,2011-7-4,Toxic Holocaust,Conjure and Command,2011-7-20,16
Vader,Welcome to the Morbid Reich,2011-7-31,Sinister Realm,The Crystal Eye,2011-8-16,16
Sigh,In Somniphobia,2012-3-5,Gorod,A Perfect Absolution,2012-3-21,16
The Body,"Master, We Perish EP",2013-4-28,Satan,Life Sentence,2013-5-14,16
Unleash the Archers,Apex,2017-6-5,Father Befouled,Desolate Gods,2017-6-21,16
Adrift,Pure,2019-5-27,Skelator,Cyber Metal,2019-6-12,16
Paysage d’Hiver,Geister,2021-4-19,Vokonis,Odyssey,2021-5-5,16
Dawnbringer,Nucleus,2010-12-16,Ghost,Opus Eponymous,2011-1-2,17
Beaten to Death,Unplugged,2015-10-29,Kampfar,Profan,2015-11-15,17
Winterfylleth,The Reckoning Dawn,2020-5-10,Alestorm,Curse of the Crystal Coconut,2020-5-27,17
Diskord,Degenerations,2021-8-8,Osi and the Jupiter,Stave,2021-8-25,17
Monster Magnet,Mastermind,2010-10-14,October Tide,A Thin Shell,2010-11-1,18
Zebulon Pike,Space is the Corpse of Time,2012-1-16,Dodecahedron,Dodecahedron,2012-2-3,18
Lustre,They Awoke to the Scent of Spring,2012-8-30,Vision of Disorder,The Cursed Remain Cursed,2012-9-17,18
Unleashed,Dawn Of The Nine,2015-4-20,Ninkharsag,The Blood of Celestial Kings,2015-5-8,18
Harakiri For The Sky,III: Trauma,2016-7-18,Spirit Adrift,Chained to Oblivion,2016-8-6,19
Desolate Shrine,Deliverance from the Godless Void,2017-11-13,Ayat,Carry On Carrion,2017-12-2,19
The Offering,Home,2019-7-31,Isole,Dystopia,2019-8-19,19
Sinister Realm,The Crystal Eye,2011-8-16,Arch/Matheos,Sympathetic Resonance,2011-9-5,20
Boss Keloid,Melted on the Inch,2018-4-26,Amorphis,Queen of Time,2018-5-16,20
Protest the Hero,Palimpsest,2020-6-24,Convocation,Ashes Coalesce,2020-7-14,20
Nightfall,Astron Black and the Thirty Tyrants,2010-9-22,Star One,Victims of the Modern Age,2010-10-13,21
Voyager,The Meaning of I,2011-9-26,Insomnium,One for Sorrow,2011-10-17,21
Mega Colossus,Riptime,2021-12-16,Wilderun,Epigone,2022-1-6,21
Heathens,"Oh, Mock the Heavens and Let the Heathens Sing",2010-8-16,Accept,Blood of Nations,2010-9-7,22
Black Sun Aeon,Darkness Walks Beside Me,2009-6-30,Shining,VI/Klagopsalmer,2009-7-24,24
The Man,Eating Tree – Harvest,2011-12-18,Primal Fear,Unbreakable,2012-1-12,25
Finntroll,Nifelvind,2010-1-28,Oskoreien,Illusions,2010-2-23,26
Demiurg,Slakthus Gamleby,2010-7-20,Heathens,"Oh, Mock the Heavens and Let the Heathens Sing",2010-8-16,27
The Clearing Path,Watershed Between Firmament and the Realm of Hyperborea,2017-12-14,Hamferð,Támsins likam,2018-1-10,27
Beaten to Death,Agronomicon,2018-12-17,Aver,Orbis Majora,2019-1-16,30
Fejd,Storm,2009-5-29,Riverside,Anno Domini High Definition,2009-6-29,31
Be’lakor,Stone’s Reach,2009-12-7,Orphaned Land,The Never Ending Way of ORwarriOR,2010-1-7,31
Stormcast,Frame of Mind,2014-12-8,Sylosis,Dormant Heart,2015-1-8,31
Månegarm,Nattväsen,2009-11-4,Be’lakor,Stone’s Reach,2009-12-7,33
Nar Mattaru,Ancient Atomic Warfare,2015-12-10,Gygax,Critical Hits,2016-1-12,33
Musk Ox,Inheritance,2021-7-6,Diskord,Degenerations,2021-8-8,33
Scar Symmetry,Dark Matter Dimensions,2009-9-28,Arkona,"Goi, Rode Goi!",2009-11-1,34
Zao,The Well-Intentioned Virus,2016-12-8,Need,Hegaiamas​: ​A Song for Freedom,2017-1-11,34
Teeth,The Curse of Entropy,2019-11-25,Brothers of Metal,Emblas Saga,2020-1-5,41
Sonata Arctica,The Days of Grays,2009-8-4,Cormorant,Metazoa,2009-9-18,45
Ofermod,Thaumiel,2012-11-21,Mors Principium Est,… And Death Said Live,2013-1-7,47
Shores of Null,Beyond the Shores (On Death and Dying),2020-11-23,Fractal Generator,Macrocosmos,2021-1-10,48
Blood Mortized,"The Demon, the Angel, the Disease",2013-11-22,Indian,From All Purity,2014-1-15,54
