Miasmata,Unlight: Songs of Earth and Atrophy,2021-3-10,Enforced,Kill Grid,2021-3-11,1
Zao,The Crimson Corridor,2021-4-6,Kauan,Ice Fleet,2021-4-7,1
Kauan,Ice Fleet,2021-4-7,Mānbryne,Heilsweg: O udrece ciala i tulaczce duszy,2021-4-8,1
Subterranean Masquerade,Mountain Fever,2021-5-9,Seth,La Morsure du Christ,2021-5-10,1
Boss Keloid,Family the Smiling Thrush,2021-6-3,Somnuri,Nefarious Wave,2021-6-4,1
King Buffalo,The Burden of Restlessness,2021-6-10,Son of Sam,And the Monster Awoke…,2021-6-11,1
Alustrium,A Monument to Silence,2021-7-4,Polemicist,Return of the Sophist,2021-7-5,1
Polemicist,Return of the Sophist,2021-7-5,Musk Ox,Inheritance,2021-7-6,1
Franklin Zoo,The Dandelion Child,2021-10-10,Noltem,Illusions in the Wake,2021-10-11,1
WORM,Foreverglade,2021-10-19,1914,Where Fear and Weapons Meet,2021-10-20,1
1914,Where Fear and Weapons Meet,2021-10-20,Green Lung,Black Harvest,2021-10-21,1
Green Lung,Black Harvest,2021-10-21,Knife,Knife,2021-10-22,1
Archspire,Bleed the Future,2021-10-25,Zornheym,The Zornheim Sleep Experiment,2021-10-26,1
Sunless,Ylem,2021-10-28,Black Sites,Untrue,2021-10-29,1
Diablo Swing Orchestra,Swagger & Stroll Down the Rabbit Hole,2021-11-3,Mortiferum,Preserved in Torment,2021-11-4,1
Outre,Tombe – Abysse Mortifère,2021-11-7,Black Soul Horde,Horrors from the Void,2021-11-8,1
Memory Garden,1349,2021-12-14,Ethereal Shroud,Trisagion,2021-12-15,1
Ethereal Shroud,Trisagion,2021-12-15,Mega Colossus,Riptime,2021-12-16,1
Immolation,Acts of God,2022-2-16,Pure Wrath,Hymn to the Woeful Hearts,2022-2-17,1
Sylvaine,Nova,2022-2-28,Hath,All that Was Promised,2022-3-1,1
Mares of Thrace,The Exile,2022-4-2,GGGOLDDD,This Shame Should Not Be Mine,2022-4-3,1
Ou,one,2022-5-4,Wachenfeldt,Faustian Reawakening,2022-5-5,1
Cavernlight,As I Cast Ruin Upon the Lens That Reveals My Every Flaw,2022-5-9,Vital Spirit,"Still As the Night, Cold As the Wind",2022-5-10,1
Moon Tooth,Phototroph,2022-5-15,Luminous Vault,Animate the Emptiness,2022-5-16,1
Amorphis,Skyforger,2009-5-27,Fejd,Storm,2009-5-29,2
The 11th Hour,Burden of Grief,2009-11-2,Månegarm,Nattväsen,2009-11-4,2
Sigh,Scenes From Hell,2010-1-26,Finntroll,Nifelvind,2010-1-28,2
Eternal Silence,The Arsonist,2010-3-15,Svartsot,Mulmets Viser,2010-3-17,2
Triptykon,Eparistera Daimones,2010-4-20,1349,Demonoir,2010-4-22,2
Skyforger,Kurbads,2010-4-23,Avantasia,The Wicked Symphony,2010-4-25,2
Wuthering Heights,Salt,2010-5-9,Pain of Salvation,Road Salt pt. 1 – Ivory –,2010-5-11,2
Korpiklaani,Ukon Wacka,2011-2-6,Svart Crown,Witnessing the Fall,2011-2-8,2
Amon Amarth,Surtur Rising,2011-3-17,Within Temptation,The Unforgiving,2011-3-19,2
Havok,Time is Up,2011-3-20,Vicious Rumors,Razorback Killers,2011-3-22,2
Hate Eternal,Phoenix Amongst the Ashes,2011-5-9,The Book of Mormon,Cast Recording,2011-5-11,2
Rival Sons,Pressure and Time,2011-6-20,Draconian,A Rose for the Apocalypse,2011-6-22,2
Pain of Salvation,Road Salt Two [Ebony],2011-9-18,Textures,Dualism,2011-9-20,2
Riot,Immortal Soul,2011-11-13,Stormzone,Zero to Rage,2011-11-15,2
Pallbearer,Sorrow and Extinction,2012-2-14,Pharaoh,Bury the Light,2012-2-16,2
Lanfear,This Harmonic Consonance,2012-2-26,Asphyx,Deathhammer,2012-2-28,2
Kontrust,Second Hand Wonderland,2012-4-30,Master’s Hammer,Vracejte Konve Na Misto,2012-5-2,2
Steel Assassin,WWII: Metal of Honor,2012-5-13,Ennead,Frozen Eyes,2012-5-15,2
Ennead,Frozen Eyes,2012-5-15,Grand Magus,The Hunt,2012-5-17,2
Carach Angren,Where the Corpses Sink Forever,2012-6-15,Be’lakor,Of Breath and Bone,2012-6-17,2
Dust Bolt,Violent Demolition,2012-7-27,Korpiklaani,Manala,2012-7-29,2
An Autumn for Crippled Children,Only the Ocean Knows,2012-8-26,Reverence,The Asthenic Ascension,2012-8-28,2
Seven Kingdoms,The Fire is Mine,2012-11-8,Monolithe,Monolithe III,2012-11-10,2
Spektr,Cypher,2013-2-9,Crest of Darkness,In the Presence of Death,2013-2-11,2
Crest of Darkness,In the Presence of Death,2013-2-11,Devourment,Conceived in Sewage,2013-2-13,2
Omnium Gatherum,Beyond,2013-2-15,Steven Wilson,The Raven that Refused to Sing (and Other Stories),2013-2-17,2
Steven Wilson,The Raven that Refused to Sing (and Other Stories),2013-2-17,Cnoc An Tursa,The Giants of Auld,2013-2-19,2
Powerwolf,Preachers of the Night,2013-7-23,Torture Division,The Worship,2013-7-25,2
Hail of Bullets,III The Rommel Chronicles,2013-10-18,Inquisition,Obscure Verses for the Multiverse,2013-10-20,2
Eudaimony,Futile,2013-11-14,Eye of Solitude,Canto III,2013-11-16,2
Castle,Under Siege,2014-5-6,Doom:VS,Earthless,2014-5-8,2
Vehemenz,Vehemenz,2014-5-17,Vainaja,Kadotetut,2014-5-19,2
Origin,Omnipresent,2014-7-1,Vintersorg,Naturbål,2014-7-3,2
Sólstafir,Ótta,2014-8-25,The Haunted,Exit Wounds,2014-8-27,2
The Haunted,Exit Wounds,2014-8-27,YOB,Clearing the Path to Ascend,2014-8-29,2
The Skull,For Those Which Are Asleep,2014-10-21,Pestilential Shadows,Ephemeral,2014-10-23,2
Pestilential Shadows,Ephemeral,2014-10-23,Riot V,Unleash the Fire,2014-10-25,2
Obake,Mutations,2014-10-28,Giant Squid,Minoans,2014-10-30,2
Primordial,Where Greater Men Have Fallen,2014-11-28,Baring Teeth,Ghost Chorus Among Old Ruins,2014-11-30,2
Beardfish,+4626-Comfortzone,2015-1-9,Desolate Shrine,The Heart of the Netherworld,2015-1-11,2
The Order of Apollyon,The Sword and the Dagger,2015-3-27,Steven Wilson,Hand. Cannot. Erase.,2015-3-29,2
Infernal War,Axiom,2015-4-9,Akhlys,The Dreaming I,2015-4-11,2
Ironsword,None But the Brave,2015-5-14,Secrets of the Sky,Pathway,2015-5-16,2
Wilderun,Sleep at the Edge of the Earth,2015-6-2,Pyrrhon,Growth Without End,2015-6-4,2
The Armed,Untitled,2015-6-26,Failure,The Heart Is A Monster,2015-6-28,2
Destruktor,Opprobrium,2015-7-19,Kronos,Arisen New Era,2015-7-21,2
Kronos,Arisen New Era,2015-7-21,Locrian,Infinite Dissolution,2015-7-23,2
Hope Drone,Cloak of Ash,2015-8-2,Trials,This Ruined World,2015-8-4,2
Ares Kingdom,The Unburiable Dead,2015-9-25,Gloryhammer,Space 1992: Rise of the Chaos Wizards,2015-9-27,2
Dead to a Dying World,Litany,2015-10-18,Vhöl,Deeper Than Sky,2015-10-20,2
Panopticon,Autumn Eternal,2015-10-22,Vehemence,Forward Without Motion,2015-10-24,2
Gomorrah,The Haruspex,2016-1-18,Abbath,Abbath,2016-1-20,2
Chthe’ilist,Le Dernier Crépuscule,2016-1-25,Mortuary,Nothingless than Nothingness,2016-1-27,2
Wormed,Krighsu,2016-3-8,Skáphe,Skáphe²,2016-3-10,2
SIG:AR:TYR,Northen,2016-4-8,Howls of Ebb,Cursus Impasse: The Pendlomic Vows,2016-4-10,2
Sektemtum,Panacea,2016-5-23,First Fragment,Dasein,2016-5-25,2
Sumerlands,Sumerlands,2016-9-8,Barishi,Blood From the Lion’s Mouth,2016-9-10,2
Barishi,Blood From the Lion’s Mouth,2016-9-10,Insomnium,Winter’s Gate,2016-9-12,2
The Dillinger Escape Plan,Dissociation,2016-10-17,Negură Bunget,Zi,2016-10-19,2
Mithras,On Strange Loops,2016-10-28,Saor,Guardians,2016-10-30,2
Saor,Guardians,2016-10-30,Madder Mortem,Red in Tooth and Claw,2016-11-1,2
Cellador,Off the Grid,2017-3-6,Oceanwake,Earthen,2017-3-8,2
Pallbearer,Heartless,2017-3-19,Fit for an Autopsy,The Great Collapse,2017-3-21,2
Galley Beggar,Heathen Hymns,2017-4-25,Havukruunu,Kelle surut soi,2017-4-27,2
Excalion,Dream Alive,2017-7-4,Impure Wilhelmina,Radiation,2017-7-6,2
Beyond Grace,Seekers,2017-7-9,Boris,Dear,2017-7-11,2
Violet Cold,Anomie,2017-7-23,Sun of the Sleepless,To the Elements,2017-7-25,2
Lör,In Forgotten Sleep,2017-8-8,Hell,Hell,2017-8-10,2
The Black Dahlia Murder,Nightbringers,2017-10-5,Jag Panzer,The Deviant Chord,2017-10-7,2
Bell Witch,Mirror Reaper,2017-10-20,The King is Blind,"We Are the Parasite, We Are the Cancer",2017-10-22,2
The Atomic Bitchwax,Force Field,2017-12-5,The Negative Bias,Lamentations of the Chaos Omega,2017-12-7,2
Crow Black Sky,Sidereal Light: Volume One,2018-1-30,Weedpecker,III,2018-2-1,2
Bind Torture Kill,Viscères,2018-2-5,Harm’s Way,Posthuman,2018-2-7,2
Dream Tröll,The Witch’s Curse EP,2018-2-16,Thaurorod,Coast of Gold,2018-2-18,2
Usurpress,Interregnum,2018-2-25,Slugdge,Esoteric Malacology,2018-2-27,2
Slugdge,Esoteric Malacology,2018-2-27,Huntsmen,American Scrap,2018-3-1,2
Huntsmen,American Scrap,2018-3-1,Necropanther,Eyes of Blue Light,2018-3-3,2
Nightmarer,Cacophony of Terror,2018-3-26,RÛR,RÛR,2018-3-28,2
Altars of Grief,Iris,2018-3-30,Messa,Feast for Water,2018-4-1,2
Inferi,Revenant,2018-4-23,Voices,Frightened,2018-4-25,2
Alkaloid,Liquid Anatomy,2018-5-21,Black Book Lodge,Steeple and Spire,2018-5-23,2
﻿Southern Empire,Civilisation,2018-7-31,Manticora,To Kill to Live to Kill,2018-8-2,2
Mule Skinner,Airstrike,2018-9-3,Allfather,And All Will Be Desolation,2018-9-5,2
Voivod,The Wake,2018-9-16,Betzefer,Entertain Your Force of Habit,2018-9-18,2
Riverside,Wasteland,2018-9-24,Horrendous,Idol,2018-9-26,2
Heir Apparent,The View From Below,2018-10-14,Mongol,The Return,2018-10-16,2
Mongol,The Return,2018-10-16,Imperialist,Cipher,2018-10-18,2
Dire Peril,The Extraterrestrial Compendium,2018-11-8,1914,The Blind Leading the Blind,2018-11-10,2
Soen,“Rival” Premiere and Lotus,2018-11-13,Skull Pit,Skull Pit,2018-11-15,2
Ars Magna Umbrae,Lunar Ascension,2019-1-21,Hollow Leg,Civilizations,2019-1-23,2
Downfall of Gaia,Ethic of Radical Finitude,2019-2-5,Blue Hummingbird on the Left,Atl Tlachinolli,2019-2-7,2
King Apathy,Wounds,2019-2-17,Wachenfeldt,The Interpreter,2019-2-19,2
Vimur,Triumphant Master of Fates,2019-2-26,Cartographs,Wilt & Blossom,2019-2-28,2
Sinmara,Hvísl Stjarnanna,2019-3-4,Ataraxie,Résignés,2019-3-6,2
Devin Townsend,Empath,2019-3-25,Déhà,Cruel Words,2019-3-27,2
Waste of Space Orchestra,Syntheosis,2019-4-2,Moon Tooth,Crux,2019-4-4,2
Wormwitch,Heaven That Dwells Within,2019-4-5,Vous Autres,Champ du Sang,2019-4-7,2
Violet Cold,kOsmik,2019-4-9,Inculter,Fatal Visions,2019-4-11,2
Inculter,Fatal Visions,2019-4-11,Wheel,Moving Backwards,2019-4-13,2
Goregäng,Neon Graves,2019-5-19,Kull,Exile,2019-5-21,2
Organectomy,Existential Disconnect,2019-6-16,The Odious,Vesica Piscis,2019-6-18,2
The Odious,Vesica Piscis,2019-6-18,Glare of the Sun,Theia,2019-6-20,2
Ascend the Hollow,Echoes of Existence,2019-6-23,Ashbringer,Absolution,2019-6-25,2
Dream Tröll,“I Will Not Die Today” Video Premiere and Second to None,2019-7-2,Turilli / Lione Rhapsody,Zero Gravity: Rebirth and Evolution,2019-7-4,2
Kryptos,Afterburner,2019-7-5,An Isolated Mind,I’m Losing Myself,2019-7-7,2
Hope Drone,Void Lustre,2019-8-27,Warcrab,Damned in Endless Night,2019-8-29,2
Ghosts of Glaciers,The Greatest Burden,2019-9-24,Opeth,In Cauda Venenum,2019-9-26,2
Arallu,En Olam,2019-10-4,Saint Karloff,Interstellar Voodoo,2019-10-6,2
Maeskyyrn,Interlude,2019-10-13,Sammath,Across the Rhine Is Only Death,2019-10-15,2
Rimfrost,Expedition: Darkness,2019-10-18,Xoth,Interdimensional Invocations,2019-10-20,2
Mayhem,Daemon,2019-10-22,Dawn Ray’d,Behold Sedition Plainsong,2019-10-24,2
Unfathomable Ruination,Enraged and Unbound,2019-11-18,Obsequiae,The Palms of Sorrowed Kings,2019-11-20,2
Slow,VI – Dantalion,2019-11-23,Teeth,The Curse of Entropy,2019-11-25,2
Surgical Strike,Part of a Sick World,2020-1-20,Raphael Weinroth,Browne – Worlds Within,2020-1-22,2
Blaze of Perdition,The Harrowing of Hearts,2020-2-9,Godthrymm,Reflections,2020-2-11,2
Godthrymm,Reflections,2020-2-11,Vision of Choice,Mistress of the Gods,2020-2-13,2
Loviatar,Lightless,2020-3-30,Forndom,Faþir,2020-4-1,2
Forndom,Faþir,2020-4-1,Wake,Devouring Ruin,2020-4-3,2
Ulcerate,Stare into Death and Be Still,2020-4-21,Warbringer,Weapons of Tomorrow,2020-4-23,2
Black Curse,Endless Wound,2020-4-24,Sölicitör,Spectral Devastation,2020-4-26,2
Green Carnation,Leaves of Yesteryear,2020-5-3,…and Oceans,Cosmic World Mother,2020-5-5,2
Witches,The Fates,2020-6-2,Ebonivory,The Long Dream I,2020-6-4,2
Ulthar,Providence,2020-6-8,Foetal Juice,Gluttony,2020-6-10,2
Pale Divine,Consequence of Time,2020-6-22,Protest the Hero,Palimpsest,2020-6-24,2
Faceless Burial,Speciation,2020-8-2,Temple Nightside,Pillars of Damnation,2020-8-4,2
Atramentus,Stygian,2020-8-16,Havukruunu,Uinuos syömein sota,2020-8-18,2
Cytotoxin,Nuklearth,2020-8-25,Manticora,To Live to Kill to Live,2020-8-27,2
Blackevil,Forever Baptised in Eternal Fire,2020-9-20,Svalbard,"When I Die, Will I Get Better?",2020-9-22,2
Anaal Nathrakh,Endarkenment,2020-9-27,Ascian,Elysion,2020-9-29,2
Scardust,Strangers,2020-10-27,Wytch Hazel,Wytch Hazel III: Pentecost,2020-10-29,2
Wytch Hazel,Wytch Hazel III: Pentecost,2020-10-29,October Falls,Syys,2020-10-31,2
Hell:on,Scythian Stamm,2020-11-3,Mr Bungle,The Raging Wrath of the Easter Bunny Demo,2020-11-5,2
Liminal Shroud,“Tainted Soil” Premiere and Through the False Narrows,2020-11-11,Dark Buddha Rising,Mathreyata,2020-11-13,2
The Ruins of Beverast,The Thule Grimoires,2021-2-2,Misotheist,For the Glory of Your Redeemer,2021-2-4,2
Paranorm,Empyrean,2021-2-22,Significant Point,Into the Storm,2021-2-24,2
Sepulcros,Vazio,2021-3-8,Miasmata,Unlight: Songs of Earth and Atrophy,2021-3-10,2
Seth,La Morsure du Christ,2021-5-10,Dordeduh,Har,2021-5-12,2
Osi and the Jupiter,Stave,2021-8-25,Headshrinker,Callous Indifference,2021-8-27,2
Noltem,Illusions in the Wake,2021-10-11,The Silver,Ward of Roses,2021-10-13,2
Zornheym,The Zornheim Sleep Experiment,2021-10-26,Sunless,Ylem,2021-10-28,2
Plebeian Grandstand,Rien ne suffit,2021-11-15,Obscura,A Valediction,2021-11-17,2
Obscura,A Valediction,2021-11-17,The Temple,The Temple,2021-11-19,2
Opera Diabolicus,Death on a Pale Horse,2021-11-30,Dormant Ordeal,The Grand Scheme of Things,2021-12-2,2
Hath,All that Was Promised,2022-3-1,Midnight,Let There Be Witchery,2022-3-3,2
Aeviterne,The Ailing Facade,2022-3-22,Grand Harvest,Consummatum Est,2022-3-24,2
Kvaen,The Great Below,2022-3-24,Astral Tomb,Soulgazer,2022-3-26,2
Astral Tomb,Soulgazer,2022-3-26,Satan,Earth Infernal,2022-3-28,2
Marrasmieli,Martaiden Mailta,2022-4-6,Nightfell,Never Comes the Storm,2022-4-8,2
Nightfell,Never Comes the Storm,2022-4-8,Darkher,The Buried Storm,2022-4-10,2
Overkill,Ironbound,2010-1-23,Blaze Bayley,Promise and Terror,2010-1-26,3
Heidevolk,Uit Oude Grond,2010-3-21,The Dillinger Escape Plan,Option Paralysis,2010-3-24,3
Helrunar,Sol,2011-1-22,Thomas Giles,Pulse,2011-1-25,3
Omnium Gatherum,New World Shadows,2011-2-3,Korpiklaani,Ukon Wacka,2011-2-6,3
Turisas,Stand Up and Fight,2011-2-17,Before the Dawn,Deathstar Rising,2011-2-20,3
Anaal Nathrakh,Passion,2011-5-22,Tyr,The Lay of Thrym,2011-5-25,3
Ulcerate,The Destroyers of All,2011-6-6,Rhapsody of Fire,From Chaos to Eternity,2011-6-9,3
Orphaned Land,The Road to OR-Shalem,2011-11-10,Riot,Immortal Soul,2011-11-13,3
Iron Savior,The Landing,2011-11-20,Exhumed,"All Guts, No Glory",2011-11-23,3
Primal Fear,Unbreakable,2012-1-12,The 11th Hour,Lacrima Mortis,2012-1-15,3
Grand Magus,The Hunt,2012-5-17,Sabaton,Carolus Rex,2012-5-20,3
Luca Turilli’s Rhapsody,Ascending to Infinity,2012-6-18,Vintersorg,Orkan,2012-6-21,3
Castle,Blacklands,2012-7-21,Zonaria,Arrival of the Red Sun,2012-7-24,3
Zonaria,Arrival of the Red Sun,2012-7-24,Dust Bolt,Violent Demolition,2012-7-27,3
Korpiklaani,Manala,2012-7-29,Testament,Dark Roots of Earth,2012-8-1,3
Bedemon,Symphony of Shadows,2012-8-15,Krampus,Survival of the Fittest,2012-8-18,3
Kamelot,Silverthorn,2012-10-27,Ragnarok,Malediction,2012-10-30,3
The Secret,Agnus Dei,2012-10-31,Paragon,Force of Destruction,2012-11-3,3
Mors Principium Est,… And Death Said Live,2013-1-7,Nightfall,Cassiopeia,2013-1-10,3
Nightfall,Cassiopeia,2013-1-10,Void of Sleep,Tales Between Reality and Madness,2013-1-13,3
Voivod,Target Earth,2013-1-15,Cult of Luna,Vertikal,2013-1-18,3
Serenity,War of Ages,2013-3-17,Wormed,Exodromos,2013-3-20,3
The Ocean,Pelagial,2013-4-17,Colossus,Wake,2013-4-20,3
Spiritual Beggars,Earth Blues,2013-4-25,The Body,"Master, We Perish EP",2013-4-28,3
Author & Punisher,Women & Children,2013-6-14,Amon Amarth,Deceiver of the Gods,2013-6-17,3
Amon Amarth,Deceiver of the Gods,2013-6-17,Locrian,Return to Annihilation,2013-6-20,3
Witherscape,The Inheritance,2013-8-12,Shakhtyor,Shakhtyor,2013-8-15,3
Grumbling Fur,Glynnaestra,2013-9-8,Atlantean Kodex,The White Goddess,2013-9-11,3
Lodz,Something In Us Died,2013-10-14,Revocation,Revocation,2013-10-17,3
Overkill,White Devil Armory,2014-7-18,Vardan,Enjoy of Deep Sadness,2014-7-21,3
Xerath,III,2014-9-11,Audrey Horne,Pure Heavy,2014-9-14,3
Alunah,Awakening The Forest,2014-9-25,Phobocosm,Deprived,2014-9-28,3
Godflesh,A World Lit Only By Fire,2014-10-5,Revocation,Deathless,2014-10-8,3
Revocation,Deathless,2014-10-8,Anaal Nathrakh,Desideratum,2014-10-11,3
Abazagorath,The Satanic Verses,2014-10-18,The Skull,For Those Which Are Asleep,2014-10-21,3
Giant Squid,Minoans,2014-10-30,Ne Obliviscaris,Citadel,2014-11-2,3
Ne Obliviscaris,Citadel,2014-11-2,Manimalism,Manimalism,2014-11-5,3
Desolate Shrine,The Heart of the Netherworld,2015-1-11,Angra,Secret Garden,2015-1-14,3
Vassafor/Temple Nightside,Call of the Maelstrom,2015-2-19,Crypt Sermon,Out of the Garden,2015-2-22,3
Crypt Sermon,Out of the Garden,2015-2-22,Imperial Triumphant,Abyssal Gods,2015-2-25,3
Galar,De gjenlevende,2015-3-10,Frosthelm,The Endless Winter,2015-3-13,3
Frosthelm,The Endless Winter,2015-3-13,Perdition Temple,The Tempter’s Victorious,2015-3-16,3
Ketha,#​!​%​16​.​7,2015-3-18,Unrest,Grindcore,2015-3-21,3
Ufomammut,Ecate,2015-3-30,Heidevolk,Velua,2015-4-2,3
Goatsnake,Black Age Blues,2015-6-20,Lorna Shore,Psalms,2015-6-23,3
Lorna Shore,Psalms,2015-6-23,The Armed,Untitled,2015-6-26,3
Failure,The Heart Is A Monster,2015-6-28,Author & Punisher,Melk En Honing,2015-7-1,3
Alustrium,A Tunnel to Eden,2015-7-16,Destruktor,Opprobrium,2015-7-19,3
Locrian,Infinite Dissolution,2015-7-23,Symphony X,Underworld,2015-7-26,3
Kataklysm,Of Ghosts and Gods,2015-7-30,Hope Drone,Cloak of Ash,2015-8-2,3
Myrkur,M,2015-8-17,Pentagram,Curious Volume,2015-8-20,3
Royal Hunt,XIII Devil’s Dozen,2015-8-28,Amorphis,Under the Red Cloud,2015-8-31,3
Nechochwen,Heart of Akamon,2015-9-11,My Dying Bride,Feel the Misery,2015-9-14,3
My Dying Bride,Feel the Misery,2015-9-14,Queensrÿche,Condition Hüman,2015-9-17,3
Queensrÿche,Condition Hüman,2015-9-17,Sabbath Assembly,Sabbath Assembly,2015-9-20,3
He Whose Ox Is Gored,"The Camel, The Lion, The Child",2015-10-5,Satan,Atom By Atom,2015-10-8,3
Lik,Mass Funeral Evocation,2015-10-15,Dead to a Dying World,Litany,2015-10-18,3
Draconian,Sovran,2015-10-26,Avatarium,The Girl With the Raven Mask,2015-10-29,3
Dodsferd,Wastes of Life,2015-12-6,Jess and the Ancient Ones,Second Psychedelic Coming: The Aquarius Tapes,2015-12-9,3
Skáphe,Skáphe²,2016-3-10,Decrepit Soul,The Coming of War!!,2016-3-13,3
Moonsorrow,Jumalten aika,2016-3-27,The Bendal Interlude,Reign of the Unblinking Eye,2016-3-30,3
The Bendal Interlude,Reign of the Unblinking Eye,2016-3-30,Novembre,URSA,2016-4-2,3
Thränenkind,King Apathy,2016-5-3,Sylvaine,Wistful,2016-5-6,3
Sink,Ark of Contempt and Anger,2016-6-19,Fates Warning,Theories Of Flight,2016-6-22,3
Inquisition,Bloodshed Across the Empyrean Altar Beyond the Celestial Zenith,2016-8-25,Hellbringer,Awakened from the Abyss,2016-8-28,3
Hellbringer,Awakened from the Abyss,2016-8-28,Morrow,Covenant of Teeth,2016-8-31,3
Uada,Devoid of Light,2016-8-31,Voidspawn,Pyrrhic EP,2016-9-3,3
Insomnium,Winter’s Gate,2016-9-12,Cara Neir/Wildspeaker,Guilt and His Reflection [Split],2016-9-15,3
Madder Mortem,Red in Tooth and Claw,2016-11-1,Vader,The Empire,2016-11-4,3
Vader,The Empire,2016-11-4,Xoth,Invasion of the Tentacube,2016-11-7,3
Xoth,Invasion of the Tentacube,2016-11-7,Downfall of Gaia,Atrophy,2016-11-10,3
Conceived By Hate,Death & Beyond,2016-11-11,Spiritus Mortis,The Year is One,2016-11-14,3
Undrask,Battle Through Time,2017-1-19,Pain of Salvation,In the Passing Light of Day,2017-1-22,3
Hour of Penance,Cast The First Stone,2017-1-22,Lorn,Arrayed Claws,2017-1-25,3
Sinister,Syncretism,2017-2-17,Immolation,Atonement,2017-2-20,3
O.R.k.,Soul of an Octopus,2017-2-26,Persefone,Aathma,2017-3-1,3
Darkest Hour,Godless Prophets and the Migrant Flora,2017-3-9,Wormwood,Ghostlands: Wounds from a Bleeding Earth,2017-3-12,3
Wormwood,Ghostlands: Wounds from a Bleeding Earth,2017-3-12,Dodecahedron,Kwintessens,2017-3-15,3
Dodecahedron,Kwintessens,2017-3-15,Venenum,Trance of Death,2017-3-18,3
Ophiuchi,Bifurcaria Bifurcata,2017-4-11,Dynfari,The Four Doors of the Mind,2017-4-14,3
Dynfari,The Four Doors of the Mind,2017-4-14,Lich King,The Omniclasm,2017-4-17,3
Havukruunu,Kelle surut soi,2017-4-27,Hideous Divinity,Adveniens,2017-4-30,3
Hideous Divinity,Adveniens,2017-4-30,The Ruins of Beverast,Exuvia,2017-5-3,3
The Thirteenth Sun,Stardust,2017-5-8,Highland,Loyal to the Nightsky,2017-5-11,3
Highland,Loyal to the Nightsky,2017-5-11,Sabbath Assembly,Rites of Passage,2017-5-14,3
Impure Wilhelmina,Radiation,2017-7-6,Beyond Grace,Seekers,2017-7-9,3
Hell,Hell,2017-8-10,End of Green,Void Estate,2017-8-13,3
Spirit Adrift,Curse of Conception,2017-10-2,Hällas,Excerpts from a Future Past,2017-10-5,3
Sorcerer,The Crowning of the Fire King,2017-10-17,Bell Witch,Mirror Reaper,2017-10-20,3
Sicarius,Serenade of Slitting Throats,2017-10-26,Wobbler,From Silence to Somewhere,2017-10-29,3
Motherslug,The Electric Dunes of Titan,2017-11-5,Converge,The Dusk in Us,2017-11-8,3
Ayat,Carry On Carrion,2017-12-2,The Atomic Bitchwax,Force Field,2017-12-5,3
The Atlas Moth,Coma Noir,2018-2-19,Horizon Ablaze,The Weight of a Thousand Suns,2018-2-22,3
Horizon Ablaze,The Weight of a Thousand Suns,2018-2-22,Usurpress,Interregnum,2018-2-25,3
Among The Rocks And Roots,Raga,2018-3-4,Black Royal,Lightbringer,2018-3-7,3
Death Alley,Superbia,2018-3-23,Nightmarer,Cacophony of Terror,2018-3-26,3
Crone,Godspeed,2018-4-15,Collapse of Light,Each Failing Step,2018-4-18,3
The Night Flight Orchestra,Sometimes the World Ain’t Enough,2018-6-25,Gaerea,Unsettling Whispers,2018-6-28,3
Skeletonwitch,Devouring Radiant Light,2018-7-16,Extremity,Coffin Birth,2018-7-19,3
Manticora,To Kill to Live to Kill,2018-8-2,Bonjour Tristesse,Your Ultimate Urban Nightmare,2018-8-5,3
Monstrosity,The Passage of Existence,2018-9-6,Morne,To the Night Unknown,2018-9-9,3
Sumac,Love in Shadow,2018-9-20,Brainstorm,Midnight Ghost,2018-9-23,3
Heads for the Dead,Serpent’s Curse,2018-9-28,Un,Sentiment,2018-10-1,3
Un,Sentiment,2018-10-1,To End It All,Scourge of Woman,2018-10-4,3
Imperialist,Cipher,2018-10-18,Gorod,Æthra,2018-10-21,3
Outre,Hollow Earth,2018-10-24,Devouring Star,The Arteries of Heresy,2018-10-27,3
Lifelost,Dialogues From Beyond,2018-10-29,Antiverse,Under the Regolith,2018-11-1,3
1914,The Blind Leading the Blind,2018-11-10,Soen,“Rival” Premiere and Lotus,2018-11-13,3
Skull Pit,Skull Pit,2018-11-15,Unreqvited,Mosaic I: L’Amour et L’Ardeur,2018-11-18,3
Unreqvited,Mosaic I: L’Amour et L’Ardeur,2018-11-18,Second to Sun,The Walk,2018-11-21,3
Drottnar,Monolith,2019-2-11,Vanum,Ageless Fire,2019-2-14,3
Vanum,Ageless Fire,2019-2-14,King Apathy,Wounds,2019-2-17,3
Cartographs,Wilt & Blossom,2019-2-28,Source,Totality,2019-3-3,3
Paladin,Ascension,2019-5-16,Goregäng,Neon Graves,2019-5-19,3
Glare of the Sun,Theia,2019-6-20,Ascend the Hollow,Echoes of Existence,2019-6-23,3
Warcrab,Damned in Endless Night,2019-8-29,Ezkaton,Sheen and Misery,2019-9-1,3
Disillusion,The Liberation,2019-9-5,Raventale,Morphine Dead Gardens,2019-9-8,3
Exhorder,Mourn the Southern Skies,2019-9-19,Vorna,Sateet palata saavat,2019-9-22,3
Opeth,In Cauda Venenum,2019-9-26,Ancient Moon,"Benedictus Diabolica, Gloria Patri",2019-9-29,3
Saint Karloff,Interstellar Voodoo,2019-10-6,IATT,Nomenclature,2019-10-9,3
Lacuna Coil,Black Anima,2019-10-10,Maeskyyrn,Interlude,2019-10-13,3
